,phrase,label
10,"Может я загоняюсь, но мне кажется, в парах МЖ все зависит от парня, какая ему девушка попадется. И не только с каким характером, внешностью, но еще и с каким именем. Если парень какой нибудь там крутой, то ему достаются Лены, Светы, Ларисы, Любы, Аллы и прочие красивые советские имена, коих среди нынешних девушек не очень много. Если парень менее крутой, то его судьба - Кати, Насти, Юли, Вики, Алины (тоже красивые имена, только чуть посовременнее). Если еще менее крутой, то Ани, Оли, Наташи, Марины, Тани (уже чуть менее красивые имена). Если вообще не крутой и совсем простачок, то Иры, Саши и Ксюши - твоя судьба. Вот я вроде не крутой, и когда натыкаюсь на страницу какой-нибудь девушки с именем первой категории (Лена, Света, Лариса, Люба, Алла), то сразу вижу слова НЕ ДАМ, ДАЖЕ НЕ ПИШИ МНЕ! Просто был уже опыт, писал уже таким девчонкам с такими именами, и естественно, мне не отвечали. А если и удавалось познакомиться с какой нибудь Леной или Ларисой, то через несколько дней бросали меня. А вот с именами остальных категорий у меня проблем не бывает, в основном всегда все получается. Но чаще всего попадаются имена последней категории. То ли Ир, Саш и Ксюш реально так много, то ли я реально такой простачок... Ну да ладно. А ведь есть же еще одна отдельная категория - современные красивые имена, такие как Милана, Евангелина, Мирослава, Агата и пр. И вот такие девушки, как мне кажется, что называется, для всех, могут достаться как крутому, так и некрутому. Интересно, кроме меня тут еще кто нибудь сортирует имена по такому признаку?  #Подслушано",0
11,"Анон. Когда училась в инст. за мной ухаживали, общались, где-то неловко подходили при симпатии парни и тд. Вышла за муж, лет 5 прожили разошлись. Надумала.. )  с кем нить познакомиться, пофлиртовать, повстречатся может что и получится. Я такого не ожидала, наверно всю жизнь проспала🤷‍♀️. С кем ни знакомлюсь или хотят с тобой переспать или сразу вместе жить, дети и тд. Познакомился на улице мужчина с виду приличный. Через 10 мин знакомства стал сразу лапать(вся симпатия прошла сразу). Че за не уважение? Веду себя прилично, хожу в основном в джинсах. Обострение какое-то?С одним познакомилась--стал мне на 1 встрече про детей совместных говорить, жить, свадьба и тд. Второй то же жить и кушать ему в 1 же день приготовь(свалила по тихому) и тд. Че пять произошло? Обычно женщинам всегда говорили типо ""не надо на мужика давить о серьёзности, детях и тп.. "".  Мужики пиздц легкодоступные(не все) хочешь тебе за муж, хочешь чпокатся, а я все жалуюсь🤣 Деградируем? Осталось только по башке дать и в хатку свою поселить. Как животные которые впервые самку увидели.",0
12,Папа переехал в Москву из Сургута он сейчас занимается бизнесом торговлей продаёт женскую одежду на озоне и вайберсе но у него пока с бизнесом не все получается он не зарабатывает миллионы он всей семьёй переехал в Москву квартира маленькая он говорил и жить мне негде там я живу в сосногорске и мне надоело тут хочу в Москву говорил папе а он говорит что он не знает как что будет я думал если он пройдёт обучение программистом тобудет зарабатывать миллионы но миллионы он не получает он горюворит не знает как что будет говорит живи и радуйся а я хочу путешествовать куда нибудь съездить но финансовых возможностей нет у папы Папа говорит не знает захочет ли он остаться в Москве понравится ли ему там я живу с бабушкой в сосногорске И мне надоело в сосногорске хочу съездить куда нибудь но финансовых возможностей нет когда папа жил в Сургуте я езжитл куда то я сейчас никуда в 2018 году посоедний раз когда я куда то поехал а сейчас никуда папа меня пытается убедить в Москве ничего хорошего но мне там нравится там бывл и мне там нравится но папа говорит что не знает как что будет говорит что тяжело в Москве жить и жизнь там устроить сложно я думал что папа как переедет в Москву у меня будет возможность туда поехать но папа сказал что он знает как будет бизнес идти,0
13,"Недавно я очень сильно полюбила парня, он мне казался идеальным во всех отношениях. Красивый, статный, умный, что ещё можно пожелать. Мы с ним вместе прекрасно смотрелись. Сначала были прогулки, кино, цветы, потом через некоторое время мы съехались и стали жить вместе. Поначалу всех всё устраивало, но потом я поняла, что с этим человеком у нас совершенно разные планы на жизни, и мы просто не можем быть вместе, хотя чувства к нему у меня были, причём достаточно сильные.    В один момент я собрала вещи и решила съехать, как мне было тяжело. Головой я понимала, что ничего в будущем хорошего нас не ждёт, потому что мы были совершенно разные, но сердцу приказать было трудно. Я безумно страдала, но решила подавить в себе эти чувства с помощью одного психологического приёма. Может быть, он вам покажется странным, но я разлюбила человека, нюхая пот из своих ног. Конечно, это необычно. О данном способе я прочитала в одном из психологических журналов. Но он мне, действительно, помог.    Каждый день разуваясь, я старалась нюхать запах пота из своих ног и представлять у себя в голове образ этого парня. Мне было сложно, но я подносила ногу в однотонных носках голубого цвета к своему лицу и делала глубокие вдохи. Мысленно я после каждого вдоха произносила себе: ""Ирина, разлюби"", ""Ирина, возненавидь"". Со временем у меня в голове стало возникать отвращение к этому человеку. И даже его улыбка, упоминание его имени в разговоре с другим человеком вызывали у меня рвотный рефлекс. Запах пота из ног бил мне в нос в те моменты, когда я вспоминала о своём бывшем парне. Отвращение помогло мне навсегда забыть о своих чувствах. Этот человек стал мне мерзок и противен. Так я повторяла данный ""ритуал"" в течение 3 недель, и мои чувства умерли навсегда. Теперь я живу спокойно и знаю, как управлять своими чувствами.",0
14,"Если можно, то анон. Дело такое. Я родился инвалидом. У меня не имеется не зрения, не слуха на левую часть. Родители че то тужились и забили. Я старался учится хорошо, но потом понял, нечего не будет хорошего, потому что все кто меня учил, думали я тупой. Когда начались экзамены о переводе, с 4 на 5 ( это поймут те, кто учился 96-99год). Меня мои пожалели, думали сам не добьюсь. У меня бабушка работала в подготовительном и благодаря ей, перешел, молча.  После 7 класса, я просто голову потерял. Мне будто внимание не хватало или чего. Я начал у мамы с работы деньги воровать, следом сигареты и потом деньги. Я как начинаю вспоминать, меня это внутри убивает.  Я по тупости, по щегляне, полюбил одну дуру с ребенком, я так голову потерял, мама прости. Мы жили в квартире по наследству с братом. Брат все платил. Я был такой дурак, потерялся в другом мире. Я бы сейчас перед братом встал на колени и сказал спасибо. Хоть испоганили в кое чем, но спасибо. Я зла не держу. Для чего я это делел. как говорил, будто сам не понимаю, внимание или че. Потом я понял, у меня круг общения, просто продажные. Всем хочется гульнуть. Я понимаю, у каждого в семье, свои проблемы, у каждого недостатки. Нам тогда было, по лет 13-15. Я самый старший был. Всегда помогал, выручал и молчал о секретах. У меня были друзья, когда я чего то делал.  Теперь мне 30. А у меня не кого, брат злой, забил. Друзей нет, потому что я для них алкаш.  А я электромонтажник 5 разряда, сварщик 3разряда, слесарь по оборудованию 3разряд. Все это на высшем образовании. А я алкаш",0
15,"Анонимно !  Муж работает вахтой . Сразу скажу несмотря на частое его отсутсвие у нас идеальные отношения , звонит и пишет , всегда на связи. Каждый отъезд и для него и для меня даётся тяжело. Но мне уже не первый человек говорит о том что там появилась какая то женщина, которая как минимум с ним общается . Муж все отрицает, говорит что любит . Я ему верю , но как вы понимаете осадочек есть. Что делать и как быть не знаю .",0
16,"Здравствуйте) Где познакомится с девушкой на 1-2 встречи? Токо закончились трехлетние отношения... Хочется наслаждаться одноразовыми моментами... Скачал приложения: топфейс, баду, беду, мамба, уже на маил-ру в знакомства зашел... Черт побери вообще никак.... я в шоке... подскажите что то профитнее этого всего...Анон",0
17,"У меня свой небольшой бизнес и мне 23. Кормим людей, небольшое кафе. Но есть одна проблема - военкомат. Я и так плачу налоги государству и кормлю граждан. Почему я ещё должен красить заборы? Не вижу смысла тратить своё время на это. Сейчас я выписался везде, чтобы не доставали по месту прописки повестками, т.е. по сути бомж. Я понимаю, что если меня заберут, то придётся закрыть кафе и уволить 7 сотрудников, а учитывая, что я работаю в небольшом городе, вряд ли они обрадуются. А понимает ли это государство? Ладно забирать в армию тех, кто сидит на шее и не приносит пользу, но Родину должны защищать профессионалы. Сегодня увидел, что партия ""Новые люди"" внесла закон, который даёт бизнесменам отсрочку от армии. Наконец-то дошло что мы на гражданке полезнее. Я лучше буду давать работу людям и платить честные налоги, чем красить заборы и траву перед приездом генералов.  Анон, плиз",0
18,"Здравствуйте) Есть тут кто на кето диете сидел?. Хочу впервые попробовать, не знаю с чего начать, и какие блюда готовить.Анон",0
19,"Здравствуйте) Муж - "" скорострел "" - это навсегда или лечится временем ?Анон",0
20,"Анонимно. Здравствуйте! Всем душевной и тёплой весны! Я писала в группу 3 месяца назад,когда ушёл муж, просила советов. Вы очень мне помогли. Я встала на ноги, вышла на работу, начала жить дальше, действительно смогла справится со всем сама. Но вот спустя время мне вновь нужен совет или поддержка. Муж пришёл, хочет вернуться, начать все заново. Я его конечно все ещё люблю, но уже нет доверия. Я очень боюсь что снова поверю ему а он вновь от нас отвернётся. Хотелось бы услышать советы или кого то, кто был в подобной ситуации. Спасибо.",0
21,"Анонимно, пожалуйста. Пишу с довольно серьезной проблемой, прошу отнестись с пониманием, серьезно, без неуместных шуточек! У меня начались серьезные проблемы с мужем, хотя до этого десять лет прожили душа в душу, никогда не ссорились за всё время совместной жизни, верность была взаимная, понимание и любовь. Чему многие завидовали. В последнее время муж как с цепи сорвался. Никаких видимых причин нет, объяснять ничего не объясняет, адекватность любимый муж где-то потерял, причем полностью. Столько лет ни оного серьезного скандала не было, а тут как из пулемета, то домой ночевать не придет, то бухой в сопли с работы приползает (а раньше вообще не пил, только на праздники чисто символически), то ни с того ни с сего скандал устроит на пустом месте, то молчит неделю, игнорирует. Чужих волос, запахов и прочего компромата не было ни разу, вообще никаких признаков измены, но это ведь не гарантия. Что-то происходит с ним страшное, а понять его никак не могу, он ведь на вопросы вообще толком не отвечает, а просто сразу посылает матом, причем обидным. Я его реально не узнаю, как другой человек, и этот человек это полная противоположность тому моему мужу, с которым я десятку прожила и двоих детей воспитывала... Подскажите, пожалуйста, как понять, что происходит у нас в семье и что делать, как этот кризис исправить? Сердце рвется на части, жизнь разваливается, дети страдают. Админ, пропустите пожалуйста, очень прошу, НАДО!",0
22,"Некоторое время работала оператором на квестах, то бишь сидела и наблюдала, как люди проходят игру. За год работы видела многое: как дамочки колготки поправляют и прокладки меняют, как мужики писают. Самым трешем стало то, как какая-то девушка, убегая от монстра, напугала ведьму и двух зомби. Причём испугались те нехило, орали как резаные)) После квеста актеры, игравшие зомби, признались, что работа актеров в квестах хоть и несложная, но весьма стремная. А ведьма после этого случая уволилась вообще   (анон)",0
23,"Просьба админу строго анонимно. У меня муж отличный, во всем хорош, крупной айтишной компании начальник отдела, пишут софт серьезный. Любит, добр к моему ребенку от первого брака, обожает собак, у нас дог. По дому все что надо всегда, на других баб не ведется вообще, хотя многие пытались, зарабатывает он просто отлично. Ради меня религию поменял когда познакомились, влюбился сразу безоговорочно. Но в любой бочке меда есть лодка дегтя, в моей бочке это проклятое пиво. Он с утра бутылке за завтраком засаживает, на работе в обеденный перерыв пару ""ампул"" (его слэнг). Дома две-три полторашки вечером обязательно. Без перерывов много лет уже. На работе это терпят, потому что он реально ценный для них специалист. А я вот уже устала это терпеть. Я его без бутылки в руке забыла когда видела. Да и в постели тоже, хоть он пока еще и орел, но воняет от него просто невыразимо. Он насквозь этим пивом пропитан, плюс курит еще по две пачки в день, так что амбре непередаваемое. И это все его старания в постели конечно здорово портят, чего он понимать отказывается. Ничего другого он не пьет и это его пока спасет от деградации, но от этого ежедневного количества пива ведь тоже он долго так не проживет. Добрый, мягкий, но пиво только тронь, как на больной мозоль наступаешь, сразу просто орет. Мужику 37. Выглядит на все 50. Есть вероятность что он перестанет пить пиво вместо воды? Может у кого-то есть реальный опыт решения такой проблемы?",0
24,"Кажется, я поняла, как адекватные матери сыновей превращаются в сучар-свекровей.  Строите вы семью, платите ипотеки и всякие кредиты, рожаете и воспитываете детей, наконец-то обустраиваете своё гнёздышко. Дети уже подросли, и настали те времена, когда можно пожить для себя! Но тут приходит сын и говорит, что какая-то баба будет с нами жить... Да ещё и беременная… И тут ты понимаешь, что не хочешь снова в эту кабалу. А выгнать их некуда. И ведь эта сука во всём виновата, пришла жить сюда  (с) Анонимно, пожалуйста",0
