,phrase,label
10,мочь загоняться казаться пара мж зависеть парень девушка попасться характер внешность имя парень нибыть крутой доставаться лена света лариса люба алла прочий красивый советский имя кой среди нынешний девушка парень менее крутой судьба катя настя юли вика алина красивый имя современный менее крутой ани оля наташа марина таня менее красивый имя крутой простачок ир саша ксюша твой судьба вроде крутой натыкаться страница нибыть девушка имя первый категория лена свет лариса люба алла сразу слово дать писать опыт писать девчонка имя естественно отвечать удаваться познакомиться нибыть лена лариса несколько день бросать имя остальной категория проблема бывать основное получаться частый попадаться имя последний категория ир саша ксюша реально реально простачок ладный отдельный категория современный красивый имя милан евангелина мирослав агата пр девушка казаться называться мочь достаться крутой некрутой интересно кроме нибыть сортировать имя признак подслушать,0
11,анон учиться инст ухаживать общаться неловко подходить симпатия парень тд выйти муж год прожить разойтись надумать нить познакомиться пофлиртовать повстречиться мочь получиться ожидать наверно проспала🤷‍♀️ знакомиться переспать сразу вместе жить ребёнок тд познакомиться улица мужчина вид приличный мина знакомство стать сразу лапать симпатия пройти сразу че уважение вести прилично ходить основное джинсы обострение познакомиться стать встреча ребёнок совместный говорить жить свадьба тд второй жить кушать день приготовить свалить тихий тд че пять произойти обычно женщина говорить типо мужик давить серьёзность ребёнок тп мужик пиздца легкодоступный муж чпокиться жалуюсь🤣 деградировать остаться башка дать хатка поселить животное впервые самка увидеть,0
12,папа переехать москва сургут заниматься бизнес торговля продавать женский одежда озон вайберс пока бизнес получаться зарабатывать миллион семья переехать москва квартира маленький говорить жить негде жить сосногорск надоесть москва говорить папа говорить знать думать пройти обучение программист тобыть зарабатывать миллион миллион получать горюворить знать говорить живить радоваться путешествовать нибыть съездить финансовый возможность папа папа говорить знать захотеть остаться москва понравиться жить бабушка сосногорск надоесть сосногорск съездить нибыть финансовый возможность папа жить сургут езжитло никуда год посоедний поехать никуда папа пытаться убедить москва нравиться бывть нравиться папа говорить знать говорить тяжело москва жить устроить сложно думать папа переехать москва возможность туда поехать папа знать бизнес идти,0
13,недавно сильно полюбить парень казаться идеальный отношение красивый статный умный пожелать вместе прекрасно смотреться сначала прогулка кино цветок некоторый съехаться стать жить вместе поначалу устраивать понять человек совершенно разный план мочь вместе хотя чувство причём достаточно сильный момент собрать вещь решить съехать тяжело голова понимать будущее ждать совершенно разный сердце приказать трудно безумно страдать решить подавить чувство помощь психологический приём мочь показаться странный разлюбить человек нюхать пот нога необычно данный способ прочитать психологический журнал действительно помочь каждый день разуваться стараться нюхать запах пот нога представлять голова образ парень сложно подносить нога однотонный носок голубой цвет лицо делать глубокий вдох мысленно каждый вдох произносить ирина разлюбить ирина возненавидеть голова стать возникать отвращение человек улыбка упоминание имя разговор человек вызывать рвотный рефлекс запах пот нога бить нос момент вспоминать бывший парень отвращение помочь навсегда забыть чувство человек стать мерзкий противный повторять данный ритуал течение неделя чувство умереть навсегда жить спокойно знать управлять чувство,0
14,анон дело родиться инвалид иметься зрение слух левый часть родитель че тужиться забить стараться учиться понять нечего учить думать тупой начаться экзамен перевод понять учиться год пожалеть думать добиться бабушка работать подготовительный благодаря перейти молча класс голова потерять внимание хватать начать мама работа деньга воровать следом сигарета деньга начинать вспоминать внутри убивать тупость щеглян полюбить дура ребёнок голова потерять мама простить жить квартира наследство брат брат платить дурак потеряться друг мир брат встать колено спасибо испоганить кой спасибо зло дерзить делела говорить понимать внимание че понять круг общение продажный хотеться гульнуть понимать каждый семья проблема каждый недостаток год старший помогать выручать молчать секрет друг делать брат злой забить друг алкаш электромонтажник разряд сварщик разряд слесарить оборудование разряд высокий образование алкаш,0
15,анонимно муж работать вахта сразу несмотря частый отсутсвие идеальный отношение звонить писать связь каждый отъезд даваться тяжело первый человек говорить появиться женщина минимум общаться муж отрицать говорить любить верить понимать осадочек делать знать,0
16,здравствуйте познакомиться девушка встреча токо закончиться трёхлетний отношение хотеться наслаждаться одноразовый момент скачать приложение топфейс баду беда мамба маил ру знакомство зайти черта побрать никак шок подсказать профитный анон,0
17,небольшой бизнес кормить человек небольшой кафе проблема военкомат плач налог государство кормить гражданин должный красить забор смысл тратить выписаться везде доставать место прописка повестка суть бомж понимать забрать прийтись закрыть кафе уволить сотрудник учитывать работать небольшой город вряд обрадоваться понимать государство ладный забирать армия сидеть шея приносить польза родина должный защищать профессионал увидеть партия новый человек внести закон давать бизнесмен отсрочка армия дойти гражданка полезный давать работа человек платить честной налог красить забор трава приезд генерал анон плиз,0
18,здравствуйте кеть диета сидеть впервые попробовать знать начать блюдо готовить анон,0
19,здравствуйте муж скорострела навсегда лечиться анон,0
20,анонимно здравствуйте душевный тёплый весна писать группа месяц назад уйти муж просить совет помочь встать нога выйти работа начало жить далёкий действительно смочь справиться спустя вновь нужный совет поддержка муж прийти вернуться начать заново любить доверие бояться снова поверить вновь отвернуться хотеться услышать совет подобный ситуация спасибо,0
21,анонимно пожалуйста писать довольно серьёзный проблема просить отнестись понимание серьёзно неуместный шуточка начаться серьёзный проблема муж хотя десять год прожить душа душа ссориться совместный верность взаимный понимание любовь многие завидовать последний муж цепь сорваться никакой видимый причина объяснять объяснять адекватность любимый муж потерять причём полностью столько год оное серьёзный скандал пулемёт домой ночевать прийти бухой сопля работа приползать ранний пить праздник чисто символически сие скандал устроить пустой место молчать неделя игнорировать чужой волос запах прочее компромат никакой признак измена гарантия происходить страшный понять никак мочь вопрос толком отвечать сразу посылать мат причём обидный реально узнавать человек человек полный противоположность муж десятка прожить двое ребёнок воспитывать подсказать пожалуйста понять происходить семья делать кризис исправить сердце рваться часть разваливаться ребёнок страдать админ пропустить пожалуйста просить,0
22,некоторый работать оператор квест бишь сидеть наблюдать человек проходить игра год работа многое дамочка колготки поправлять прокладка менять мужик писать трехать стать девушка убегать монстр напугать ведьма зомби причём испугаться нехило орать резаный квест актёр играть зомби признаться работа актёр квест несложный весьма стрёмный ведьма случай уволиться анон,0
23,просьба админ строго анонимно муж отличный крупный айтишной компания начальник отдел писать софт серьёзный любить добрый ребёнок первый брак обожать собака дог дом баба вестись хотя многие пытаться зарабатывать отлично ради религия поменять познакомиться влюбиться сразу безоговорочно любой бочка мёд лодка дёготь бочка проклятый пиво утро бутылка завтрак засаживать работа обеденный перерыв пара ампула слэнг дом полторашка вечером обязательно перерыв год работа терпеть реально ценный специалист устать терпеть бутылка рука забыть постель пока орёл вонять невыразимый насквозь пиво пропитать плюс курить пачка день амбре непередаваемый старание постель здорово портить понимать отказываться пить пока спасти деградация ежедневный количество пиво долго прожить добрый мягкий пиво тронуть больной мозоль наступать сразу орать мужик выглядеть вероятность перестать пить пиво вместо вода мочь реальный опыт решение проблема,0
24,казаться понять адекватный мать сын превращаться сучар свекровь строить семья платить ипотека всякий кредит рожать воспитывать ребёнок обустраивать гнёздышко ребёнок подрасти настать пожить приходить сын говорить баба жить беременная… понимать снова кабала выгнать некуда сука виноватый прийти жить сюда анонимно пожалуйста,0
25,дерматит прям страшный дерматит родиться болеть бывать лёгкий бывать улица выходить человек пугать захотеть рассказать ситуация купить муж квартира естественно приобрести холодильник момент покупка муж мочь присутствовать попросить племяшка помочь присмотреть дочка сестра рядом коляска походить быстрый сделать покупка выбирать тц град воронеж мочь слыщать общий рядом отдел магазин заслать первый подойти рассказать обьяснил ладный особо любим продавец навящив второй назвать м продавец подойти спросить че тд полчаса извинить облизывание кой пытаться согласиться цена холодильник полтора выше мочь позволить уходить подходить ладный беда послать й магазин подойти маленький мужчинка особо разглогольствовать холодильник понравиться рассказать немного добавить купить холодильник пол час рапинаться минута поздний привезти ииия вечером сидеть племяшка малышня обсуждать тема продавец быстро слиться оказываться начало показывать пример цена холодильник телефон увидеть рука палец выглядеть болезнь скривиться племяшка знающий дело приятно особенно весна палец трескать кожа красный почесать дело страшный зрелище знать дорогой продавец магазин м любой продовец курьер встретиться человек часть мозг удалить приветливый бежать проказа человек мочь оказаться место любой шарахаться,0
26,здравствуйте муж быстро кончать бывать минута готовый движение вместе год мочь нравиться возможно исправить,0
27,ладный начать родиться латвия город рига появление мама аборт залетать кошка папа девяностый начало двухтысячный папа профессиональный вор ночь вскрывать магазин одежда техника еда уезжать курортный зона отдых часто жить вроде бедно воровать садиться дом появиться незнакомый дядя понимать мама гость приходить расти конфликт семья возрастать старший брат стать воровать компания младший год стать курить всякий хрень употреблять колесо разный случай забрать бабушка год кончать пьянка дом тусовка мама уехать хутор дядя пропил год папа отсидеть выйти пытаться её вернуть успешно бабушка отклонение ругать опаздывать играть футбол мяч говорить девчёнка зло принести подол шаг общаться начинать год помогать огород мальчик брать физический работа дискотека ходить класс разрешаться мочь совратить тип часто упрекать еда обязать делиться хотя деньга хватать картошка манка геркулес сладко жить хотеться одежда донашивать класс примечательный мотивировать учить язык двойка конец класс латвия классный образование начать задумываться далёкий идти бесплатно поступить школа часто учитель подкармливать остаток порция ученик прийти отношение сожаление безрезультатно нерв ошибаться идеальный пользоваться надоедать бросать тяга играть футбол расти понимать деньга взять никуда интернет развитой понятие пойти клуб играть учиться трюк ютуба сей пора приходить коробка играть против профессиональный игрок аплодировать играть грязно стараться опыт передать младший поколение курить пить начать деньга вещь бабушка год стать плохой заботиться любовь думать год место провести наскучить стать нужный папа пытаться вернуть семья поздно мама бросить пить снимать квартира младший брат курить сидеть шея работать продавец сожаление чувство просить помощь помогать старший уехать кредитор латвия нидерланды вроде бабушка попросить переписать квартира приватизированный удобство семья мечтать ждать пока бабка дать дуб дождаться бабочка скоро годик работать везде прийтись школа падсобник мастер ключ почтальон мастер изготовление печенька вафля помощник завод демонтажный работа стараться кожа вон лезть прокормиться стать немного зарабатывать откладывать купить новый одежда мяч футбольный телефон плач момент мочь позволить небольшой рост увидеть бригада бетонщик ° жара копал траншея предложить работать бетонщик научить лишь работать швеция бетонщик тысяча евро месяц говорить дть версия бетощичка научиться водить машина сдать право научиться плавать научить найти любовь забрать частный дом город пока командировка заботиться бабушка сделать предложение согласиться год место планировать свадьба сделать ремонт комната номер отель купить приставка сег мечтать сдаваться становиться чёрствый верить чудо бороться конец мир любовь добро администрация успех развитие анон,0
28,анонимно обязательно просить мочь знать человек смочь снять заговор человек мочь правильно выразиться надеяться понятно вылечить женский алкоголизм больно смотреть родный человек губить ситуация сложный соглашаться лечение тяжёлый период уверить чей рука дело пожалуйста осуждение выход,0
29,здравствуйте ударить отношение парень скорострела стать женщина девушка относиться серьёзно мочь захотеть иметь дело минута мочь спокойно повторить главное стать нибыть рассказывать анонимно пожалуйста,0
30,анон девочка крик душа толстушка помочь разобраться начать рассчитать норма год вес рост пожалуйста,0
31,здравствуйте убедить муж сходить уролог вопрос серьёзный терпеть скоро психануть начать истерить проблема общий потенция секс редко сила день заниматься спорт внешне устраивать работать днёвка работа улица строитель мочь прийти работа проверить любовница выходной вместе бывать секс ослабевать эрекция член вяленький чувствовать возбуждение пара говорить слишком быстро кончить понять проблема год ребёнок курить паровоз думать бросать шанс забеременеть ноль тип провокация завести любовник смеяться говорить поведуться сразу развод любить секс хотеться говорить обижаться уговор пойти врач иначе импотенция тупо отговорка верить врач год анонимно,0
32,здравствуйте б нке маленький обращать внимание дитн ю история небольшой сумма нужный анон,0
33,здравствуйте реально домашний условие накачать ягодичный мышца месяц анон,0
34,встретиться приложение секс п ртнер девушка искра унеслый далее леко месяц безудержный ести уйти семья ост вить потерять друг бизнес семья момент пелена н шл – секс утро утро никогд з год дума л способный н кий м р фон дв год дума л когд отпустить стр сть ждым день усилить л сь итог многое узн л грязь процесс совместный долго з крыть л н гл з подслушаноизбрать,0
35,некого ск з ть когд будущий жених прийти просить предложение рука сердца говорить просить рука шея дочь смочь услыш ть голос смочь смеяться когд н чин ет тиск ть смочь поговорить ост новиться сердце пить когд смочь делить крик ми телевизор смочь слыш ть рмейский песня игра ть рот мухлевать ехидно улыба ться дедушк умереть месяц н з далее мочь пл ть обещ л м чувствовать неполноценный гордиться семья подслушаноизбрать,0
36,жить буква льный десять метр х оживлённый уч стк дорога несмотря н сп льный р йон понятный дело м ккура тненький з сф льтир нед вно ноч м м н ч тусов ться стритрейсер громкий музона постоянный рёв двиг тель одобрительный возглый сы ждый день н р бот чувствовать скоро выйти кув лда портить дорога стр н конец высп ться подслушаноизбрать,0
37,муж р бот ет творческий профессия з рпл небольша дв р з год ездить н г строль р зный стр ны дело ют виза опл чив ют прожить ние пит ние экскурсия плюс неплохо получ ет з р бот м з видуть хрен путешеств ть скопить деньга хв ет н ближний стр ны р з полтор год ждый р з когд уезж ет пл чу оттого рядом кой стр шно з видуть дело ть зн ю нехорошо подслушаноизбрать,0
38,з р нтина месяц девушка просидеть дом изучий премудрость интимный утеха деньг ми н ч л сь н пряженк р ди интерес решить з няться вирт ч йф п ру год точно н унести причём оба сейч неделя ждый вечер стримим йф нера льный деньга понемногу присыл ют кий возможность новый ф нт зий открыться ф нт зии дойти предложение обслужить клиент сч стлив подслушаноизбрать,0
